Date,Amount,Category,Description,Payment Method
2024-12-20,4589.61,Others,Pet food,Debit Card
2024-08-18,91.08,Others,Charity donation,Cash
2024-12-08,58.57,Education,Exam registration,Debit Card
2024-06-19,1914.35,Others,Pet food,UPI
2024-07-06,3328.97,Others,Stationery,Net Banking
2024-12-21,1398.17,Others,Random expense,Credit Card
2024-05-19,3043.8,Entertainment,Spotify subscription,Cash
2025-03-07,558.12,Shopping,New clothes,Debit Card
2024-05-24,2091.53,Health,Doctor visit,Cash
2024-05-13,3631.55,Travel,Train reservation,UPI
2025-03-17,1067.58,Others,Charity donation,UPI
2024-11-04,1885.51,Health,Pharmacy purchase,Debit Card
2025-05-03,4162.87,Transport,Train ticket,Cash
2024-08-12,2211.41,Others,Laundry,Net Banking
2024-10-02,1853.46,Travel,Train reservation,Debit Card
2024-07-14,1363.76,Transport,Gas refill,Net Banking
2025-01-07,3662.62,Transport,Car maintenance,UPI
2024-10-11,1354.15,Food,Snacks from 7-Eleven,Cash
2024-11-17,2335.85,Entertainment,Game purchase,Net Banking
2025-02-04,2650.48,Health,Gym membership,Debit Card
2024-06-23,975.15,Travel,Train reservation,Debit Card
2025-05-10,4986.79,Shopping,Amazon order,Cash
2024-09-27,3905.68,Health,Health insurance,Cash
2025-04-24,515.22,Others,Random expense,Net Banking
2025-03-07,3332.16,Education,Book purchase,Net Banking
2025-03-03,453.35,Entertainment,Movie ticket,Debit Card
2024-06-06,2576.46,Utilities,Mobile bill,Debit Card
2025-01-11,3411.96,Education,Book purchase,Cash
2024-09-02,4118.74,Shopping,Amazon order,Cash
2025-03-15,3594.76,Entertainment,Spotify subscription,UPI
2024-11-07,374.97,Others,Charity donation,Net Banking
2024-08-29,3215.14,Education,Tuition fee,UPI
2024-09-06,1627.99,Health,Health insurance,Credit Card
2025-03-14,589.19,Others,Charity donation,Net Banking
2024-08-12,3436.66,Transport,Gas refill,Debit Card
2025-03-07,2768.53,Travel,Hotel stay,Debit Card
2024-10-31,1384.92,Health,Pharmacy purchase,Cash
2025-03-12,2619.31,Shopping,Gift shopping,Debit Card
2024-11-17,3869.27,Education,Exam registration,Net Banking
2024-07-14,741.59,Others,Stationery,Debit Card
2024-10-15,3136.05,Food,Coffee at Starbucks,Net Banking
2025-01-20,733.94,Shopping,Mobile accessories,UPI
2024-11-03,3168.24,Health,Doctor visit,Cash
2024-09-06,2804.98,Travel,Travel insurance,Net Banking
2025-03-21,2685.21,Health,Pharmacy purchase,Credit Card
2025-01-05,1075.79,Utilities,Mobile bill,Debit Card
2025-02-12,2794.38,Utilities,Internet recharge,UPI
2024-11-09,3987.14,Transport,Train ticket,Debit Card
2024-09-03,3186.03,Shopping,Amazon order,Credit Card
2025-03-29,3329.63,Education,Learning app subscription,Cash
2024-07-11,1281.79,Education,Tuition fee,UPI
2024-11-08,2226.98,Shopping,Mobile accessories,Cash
2024-07-31,2442.01,Shopping,Bought shoes,Credit Card
2024-10-16,4323.39,Food,Groceries from Walmart,Net Banking
2024-06-15,3563.99,Entertainment,Movie ticket,Cash
2024-07-26,4254.08,Transport,Gas refill,UPI
2024-11-03,178.12,Health,Pharmacy purchase,UPI
2024-07-15,3755.83,Others,Stationery,Cash
2025-03-06,3187.24,Transport,Bus fare,Credit Card
2024-07-11,4297.3,Health,Health insurance,Debit Card
2025-03-13,4341.54,Food,Dinner at KFC,Debit Card
2025-03-08,1286.83,Others,Charity donation,Credit Card
2024-08-17,2597.65,Transport,Gas refill,Cash
2024-11-12,2733.76,Shopping,Mobile accessories,Debit Card
2024-10-17,1710.93,Utilities,Internet recharge,UPI
2024-11-12,1929.25,Others,Pet food,Net Banking
2025-04-06,1312.57,Travel,Flight booking,Debit Card
2024-08-28,2658.72,Shopping,Amazon order,Debit Card
2024-10-28,930.59,Transport,Car maintenance,Cash
2024-07-04,873.78,Entertainment,Spotify subscription,UPI
2024-11-03,4582.66,Others,Random expense,UPI
2025-02-10,3544.55,Utilities,Mobile bill,Net Banking
2025-04-21,1716.79,Health,Doctor visit,Net Banking
2024-06-10,1910.13,Others,Random expense,UPI
2024-10-17,4201.14,Transport,Gas refill,Credit Card
2024-11-19,1683.63,Entertainment,Concert ticket,Cash
2025-03-21,389.24,Utilities,Electricity bill,Debit Card
2024-11-24,4130.21,Health,Medical test,UPI
2024-06-16,1991.85,Transport,Train ticket,UPI
2024-08-28,4090.76,Food,Dinner at KFC,Debit Card
2025-03-23,3120.53,Utilities,Mobile bill,UPI
2024-07-15,1964.84,Travel,Travel insurance,Credit Card
2025-02-18,1527.63,Health,Gym membership,Debit Card
2024-06-18,2266.38,Utilities,Internet recharge,UPI
2024-08-12,2840.67,Health,Pharmacy purchase,Cash
2025-03-12,3015.35,Shopping,Bought shoes,Credit Card
2024-12-10,1895.01,Travel,Train reservation,Debit Card
2025-03-01,4775.17,Shopping,New clothes,Cash
2024-08-07,2978.65,Food,Groceries from Walmart,Debit Card
2024-06-14,1545.2,Entertainment,Game purchase,Credit Card
2024-12-07,2565.68,Education,Exam registration,Cash
2024-05-14,2597.18,Education,Tuition fee,Cash
2025-04-20,3368.63,Food,Lunch at Subway,Debit Card
2024-11-02,1451.79,Shopping,Mobile accessories,UPI
2024-11-09,3393.27,Shopping,Mobile accessories,UPI
2025-02-24,976.4,Shopping,Mobile accessories,Debit Card
2025-01-01,1574.15,Shopping,New clothes,Debit Card
2025-04-05,489.38,Shopping,Mobile accessories,Debit Card
2024-07-28,4400.07,Travel,Travel insurance,UPI
2024-09-09,4392.24,Others,Charity donation,Credit Card
2024-11-24,4957.33,Others,Stationery,UPI
2024-11-26,968.68,Education,Exam registration,Net Banking
2024-06-13,1923.68,Travel,Cab from airport,Debit Card
2024-10-17,2648.36,Shopping,Bought shoes,Debit Card
2025-01-16,4427.34,Shopping,Gift shopping,Credit Card
2025-03-20,1599.23,Entertainment,Movie ticket,Net Banking
2024-07-04,1603.72,Transport,Bus fare,Net Banking
2024-05-22,1083.15,Others,Laundry,Net Banking
2024-08-14,1692.24,Food,Coffee at Starbucks,Cash
2024-10-05,4391.23,Others,Pet food,Debit Card
2024-11-14,401.15,Entertainment,Movie ticket,Cash
2024-12-02,2898.32,Others,Laundry,Debit Card
2024-06-24,3504.08,Others,Charity donation,Debit Card
2024-08-12,4552.93,Transport,Bus fare,Net Banking
2025-04-27,1628.05,Shopping,New clothes,Net Banking
2025-01-24,3425.51,Health,Health insurance,Credit Card
2024-10-04,3771.76,Others,Random expense,Debit Card
2024-08-03,1324.28,Transport,Uber ride,Credit Card
2025-03-25,1233.65,Shopping,New clothes,UPI
2025-02-02,2467.75,Education,Learning app subscription,Net Banking
2024-12-09,138.21,Transport,Car maintenance,Credit Card
2024-05-24,647.12,Food,Coffee at Starbucks,Credit Card
2024-05-18,190.81,Travel,Hotel stay,UPI
2024-05-19,4673.81,Shopping,Mobile accessories,Credit Card
2024-05-20,346.27,Utilities,Mobile bill,Cash
2024-10-21,1160.83,Education,Learning app subscription,Net Banking
2025-01-17,4096.54,Transport,Gas refill,Cash
2025-04-12,1882.9,Travel,Travel insurance,Net Banking
2024-10-19,2190.12,Transport,Bus fare,Debit Card
2024-07-30,3256.31,Shopping,Mobile accessories,UPI
2025-05-02,1513.78,Food,Dinner at KFC,Net Banking
2025-01-13,254.78,Health,Gym membership,Cash
2024-12-12,636.51,Health,Gym membership,Net Banking
2024-08-08,342.9,Food,Groceries from Walmart,Cash
2024-09-19,734.91,Food,Snacks from 7-Eleven,Net Banking
2025-02-20,592.59,Education,Learning app subscription,Debit Card
2024-11-26,3121.62,Utilities,Gas bill,Credit Card
2025-02-19,714.52,Travel,Travel insurance,Net Banking
2024-12-11,85.76,Utilities,Gas bill,Cash
2024-06-08,4340.65,Health,Health insurance,Credit Card
2025-01-19,159.63,Food,Lunch at Subway,UPI
2024-09-03,4820.21,Travel,Train reservation,Credit Card
2024-11-28,1933.54,Health,Health insurance,UPI
2025-03-27,3468.89,Entertainment,Spotify subscription,Debit Card
2024-07-08,2893.34,Utilities,Electricity bill,Credit Card
2024-11-29,2446.12,Health,Pharmacy purchase,Debit Card
2025-02-03,887.14,Travel,Hotel stay,Credit Card
2024-08-30,3318.31,Education,Tuition fee,Net Banking
2025-01-26,2249.26,Travel,Cab from airport,Cash
2025-02-24,3858.99,Transport,Uber ride,Debit Card
2024-10-22,2176.71,Shopping,Gift shopping,UPI
2025-04-23,3591.66,Transport,Gas refill,Net Banking
2024-11-01,4133.47,Entertainment,Netflix subscription,Net Banking
2024-09-16,3425.66,Utilities,Internet recharge,Debit Card
2024-10-23,922.47,Education,Online course,Credit Card
2025-04-25,1062.8,Education,Tuition fee,Debit Card
2024-10-15,1192.29,Education,Learning app subscription,Net Banking
2025-05-08,1073.52,Shopping,Amazon order,Credit Card
2024-05-18,1807.1,Others,Laundry,Net Banking
2024-09-02,1390.68,Transport,Uber ride,Credit Card
2024-08-15,243.82,Education,Book purchase,Net Banking
2025-05-06,4290.99,Health,Pharmacy purchase,Credit Card
2025-01-01,3751.61,Travel,Cab from airport,Debit Card
2025-02-26,1164.99,Utilities,Internet recharge,UPI
2025-04-23,3399.83,Shopping,Mobile accessories,Debit Card
2025-01-14,4207.75,Education,Tuition fee,Debit Card
2025-01-13,2581.65,Shopping,New clothes,Credit Card
2024-06-05,1995.69,Health,Health insurance,UPI
2025-01-12,4212.11,Health,Doctor visit,Credit Card
2025-04-22,3344.98,Education,Learning app subscription,UPI
2024-09-11,2533.54,Shopping,Bought shoes,Debit Card
2025-03-28,3292.31,Others,Random expense,Net Banking
2024-06-29,422.17,Entertainment,Game purchase,Debit Card
2025-02-06,3707.99,Health,Health insurance,Credit Card
2024-07-27,4617.7,Travel,Cab from airport,Credit Card
2025-02-11,1177.84,Utilities,Mobile bill,Debit Card
2024-12-29,2973.83,Health,Doctor visit,UPI
2024-07-29,4629.86,Travel,Cab from airport,Debit Card
2025-04-23,3086.0,Utilities,Mobile bill,Credit Card
2024-12-23,3782.56,Shopping,Mobile accessories,Debit Card
2025-04-23,854.95,Travel,Flight booking,Net Banking
2025-01-24,4574.25,Health,Doctor visit,Debit Card
2025-04-29,3886.89,Food,Lunch at Subway,Debit Card
2024-05-20,1222.11,Others,Charity donation,Credit Card
2024-07-27,1622.97,Food,Snacks from 7-Eleven,Cash
2025-02-14,1923.61,Food,Dinner at KFC,Cash
2025-03-24,813.36,Entertainment,Movie ticket,Cash
2024-08-24,1894.06,Food,Coffee at Starbucks,Cash
2024-10-08,2699.08,Shopping,New clothes,UPI
2024-11-11,668.16,Travel,Travel insurance,UPI
2024-09-20,347.32,Entertainment,Spotify subscription,Debit Card
2024-11-16,512.07,Utilities,Gas bill,Debit Card
2025-03-13,1312.52,Health,Health insurance,Net Banking
2024-09-26,2778.33,Entertainment,Game purchase,Net Banking
2025-01-05,4670.36,Utilities,Gas bill,Net Banking
2025-05-08,71.24,Education,Exam registration,UPI
2024-10-30,3734.75,Others,Random expense,Debit Card
2024-06-14,2321.57,Health,Medical test,Cash
2025-04-08,4196.98,Travel,Cab from airport,Cash
2025-02-24,4043.78,Health,Gym membership,Debit Card
2024-07-25,3086.15,Shopping,New clothes,Debit Card
2024-07-20,1859.35,Food,Coffee at Starbucks,Debit Card
2024-07-10,3385.68,Transport,Train ticket,Credit Card
2025-03-03,704.46,Education,Book purchase,Net Banking
2024-12-26,606.03,Health,Gym membership,Net Banking
2025-04-14,2455.72,Others,Random expense,Credit Card
2024-09-25,3758.11,Utilities,Mobile bill,UPI
2025-05-01,788.88,Transport,Uber ride,UPI
2024-10-06,4120.46,Entertainment,Netflix subscription,UPI
2024-09-15,4055.37,Health,Gym membership,Cash
2024-08-21,1821.28,Shopping,New clothes,Cash
2025-02-10,3197.19,Entertainment,Netflix subscription,UPI
2024-08-25,1776.6,Others,Stationery,Credit Card
2025-02-17,4529.32,Entertainment,Spotify subscription,Net Banking
2024-05-20,1478.26,Travel,Travel insurance,Debit Card
2024-05-12,1383.11,Transport,Uber ride,Cash
2025-03-18,1048.01,Entertainment,Spotify subscription,UPI
2024-07-01,4333.71,Health,Gym membership,Debit Card
2024-10-02,227.45,Entertainment,Netflix subscription,UPI
2024-08-05,3941.91,Entertainment,Netflix subscription,Credit Card
2024-07-19,4194.8,Others,Charity donation,Credit Card
2024-07-04,1680.72,Food,Groceries from Walmart,Cash
2024-12-16,3831.22,Shopping,New clothes,Net Banking
2025-04-27,2515.53,Utilities,Mobile bill,Net Banking
2024-06-13,3593.04,Travel,Flight booking,Net Banking
2024-09-28,76.38,Entertainment,Spotify subscription,UPI
2024-08-24,1974.63,Education,Online course,Debit Card
2024-10-19,2026.02,Transport,Bus fare,Debit Card
2024-08-09,3243.01,Entertainment,Movie ticket,Net Banking
2025-02-15,3293.22,Food,Snacks from 7-Eleven,Debit Card
2024-10-31,970.85,Education,Learning app subscription,Net Banking
2024-10-05,4236.28,Utilities,Gas bill,UPI
2024-11-17,202.53,Others,Laundry,UPI
2025-04-23,4174.97,Others,Laundry,Debit Card
2025-03-10,1243.32,Entertainment,Concert ticket,UPI
2024-05-24,2789.7,Transport,Gas refill,Cash
2025-04-18,214.74,Food,Lunch at Subway,Debit Card
2024-10-06,4906.15,Education,Book purchase,Net Banking
2024-08-13,4745.27,Entertainment,Netflix subscription,Net Banking
2024-09-04,3752.1,Travel,Train reservation,Cash
2024-12-24,1681.59,Food,Dinner at KFC,UPI
2025-04-28,681.76,Health,Health insurance,Debit Card
2024-08-27,3508.03,Health,Health insurance,Net Banking
2025-02-07,697.11,Shopping,New clothes,Debit Card
2024-08-30,1292.23,Health,Doctor visit,Net Banking
2024-12-07,549.75,Transport,Gas refill,Net Banking
2024-08-19,3607.37,Others,Stationery,UPI
2024-12-17,4163.36,Shopping,Mobile accessories,Net Banking
2025-01-18,454.99,Health,Health insurance,Credit Card
2024-07-04,4786.56,Entertainment,Netflix subscription,UPI
2024-05-13,3149.88,Shopping,Bought shoes,Debit Card
2024-11-28,613.79,Shopping,Gift shopping,Net Banking
2024-08-17,1707.42,Education,Online course,Cash
2024-05-18,2308.74,Travel,Travel insurance,Debit Card
2024-06-12,3829.55,Health,Health insurance,Net Banking
2025-01-10,3789.54,Travel,Flight booking,Credit Card
2024-09-14,393.58,Transport,Bus fare,Cash
2024-05-24,3652.49,Travel,Flight booking,UPI
2025-02-01,577.91,Shopping,Gift shopping,Net Banking
2024-12-02,113.72,Others,Laundry,Credit Card
2025-05-07,4154.76,Education,Exam registration,Debit Card
2024-05-23,3381.33,Entertainment,Concert ticket,Net Banking
2024-10-29,2101.77,Utilities,Water bill,Credit Card
2024-06-29,2723.94,Transport,Car maintenance,Cash
2025-03-24,1211.05,Transport,Bus fare,Cash
2025-02-07,2696.57,Others,Charity donation,Credit Card
2025-04-20,4233.18,Health,Gym membership,Credit Card
2024-09-19,3436.6,Travel,Flight booking,Net Banking
2024-10-04,2752.11,Shopping,Gift shopping,Credit Card
2024-10-14,4139.12,Education,Tuition fee,Cash
2024-11-21,511.19,Education,Exam registration,Net Banking
2024-12-14,257.89,Food,Groceries from Walmart,UPI
2024-12-04,2801.0,Shopping,Gift shopping,Net Banking
2024-08-12,2334.44,Education,Online course,Debit Card
2024-07-22,2362.25,Travel,Train reservation,Credit Card
2024-11-01,610.63,Utilities,Mobile bill,Credit Card
2025-03-17,2236.9,Health,Medical test,Net Banking
2025-02-08,4145.02,Food,Groceries from Walmart,Credit Card
2024-08-01,839.22,Education,Online course,Credit Card
2024-11-05,4925.66,Travel,Travel insurance,Net Banking
2024-06-15,1427.61,Travel,Flight booking,Credit Card
2024-12-20,2830.07,Food,Dinner at KFC,Net Banking
2024-11-28,3448.12,Education,Book purchase,Debit Card
2024-10-20,745.21,Health,Medical test,Cash
2024-09-15,1918.03,Entertainment,Spotify subscription,UPI
2024-09-29,1807.1,Shopping,Gift shopping,Cash
2025-04-22,4804.98,Travel,Train reservation,Debit Card
2024-10-03,4647.73,Shopping,Amazon order,Credit Card
2024-11-05,3657.47,Health,Gym membership,Cash
2024-07-01,2843.73,Health,Health insurance,Net Banking
2024-12-30,1923.38,Others,Charity donation,Cash
2024-07-08,657.79,Entertainment,Spotify subscription,Credit Card
2024-07-17,3292.16,Education,Tuition fee,Cash
2024-09-30,1174.62,Utilities,Electricity bill,UPI
2024-07-10,3870.93,Entertainment,Spotify subscription,Debit Card
2024-06-20,544.43,Travel,Travel insurance,Cash
2024-08-28,1204.2,Travel,Hotel stay,Credit Card
2025-01-27,1488.71,Entertainment,Game purchase,Cash
2024-12-23,4414.82,Shopping,Gift shopping,Cash
2024-09-06,4448.15,Education,Book purchase,Net Banking
2024-09-16,2525.32,Entertainment,Game purchase,Cash
2024-11-09,3742.77,Transport,Train ticket,Credit Card
2025-01-08,2757.33,Education,Online course,UPI
2025-02-22,1627.79,Travel,Flight booking,Net Banking
2025-03-10,1226.86,Shopping,Bought shoes,Debit Card
2024-08-16,1497.52,Food,Groceries from Walmart,UPI
2024-05-14,637.01,Shopping,Gift shopping,Debit Card
2024-06-23,2825.35,Travel,Travel insurance,UPI
2024-09-29,2792.94,Entertainment,Spotify subscription,Net Banking
2024-06-16,2623.77,Utilities,Gas bill,Net Banking
2024-06-30,4698.18,Health,Health insurance,UPI
2025-04-08,2060.71,Others,Laundry,UPI
2024-05-26,3735.5,Others,Pet food,Credit Card
2024-11-07,4584.84,Education,Tuition fee,Cash
2025-01-25,1659.27,Education,Learning app subscription,Cash
2024-09-28,3856.54,Entertainment,Spotify subscription,Cash
2024-12-08,3848.31,Utilities,Electricity bill,Cash
2024-06-22,465.86,Transport,Train ticket,Net Banking
2024-05-19,4855.99,Travel,Cab from airport,Debit Card
2025-04-14,4890.61,Others,Pet food,UPI
2024-05-18,2206.84,Travel,Train reservation,Credit Card
2024-06-02,702.37,Education,Tuition fee,Cash
2024-11-05,1635.92,Others,Pet food,Cash
2025-01-14,3871.08,Entertainment,Concert ticket,Net Banking
2024-10-09,2071.09,Others,Random expense,Credit Card
2024-05-25,1864.38,Shopping,Amazon order,Debit Card
2025-04-14,4640.34,Food,Lunch at Subway,Debit Card
2024-10-11,2897.65,Utilities,Water bill,Debit Card
2024-08-21,3307.94,Travel,Cab from airport,UPI
2025-03-22,1443.04,Others,Random expense,Credit Card
2024-07-04,4985.88,Utilities,Mobile bill,Debit Card
2025-05-02,1524.68,Transport,Gas refill,Net Banking
2024-09-22,3409.91,Education,Book purchase,Cash
2024-07-13,1895.72,Utilities,Internet recharge,UPI
2025-01-24,4771.2,Utilities,Gas bill,Debit Card
2025-04-06,3845.03,Travel,Hotel stay,Net Banking
2025-03-04,1494.36,Others,Charity donation,Debit Card
2024-05-20,2403.48,Entertainment,Spotify subscription,Net Banking
2024-12-16,959.14,Entertainment,Netflix subscription,Credit Card
2024-06-15,3717.44,Travel,Hotel stay,UPI
2025-03-31,812.16,Others,Random expense,Cash
2025-05-11,2884.8,Education,Online course,UPI
2024-08-13,4452.47,Education,Learning app subscription,Credit Card
2025-02-12,2640.37,Education,Exam registration,Debit Card
2024-12-01,3458.01,Shopping,Mobile accessories,UPI
2024-12-04,4889.88,Education,Book purchase,Cash
2025-05-08,848.22,Food,Coffee at Starbucks,Credit Card
2025-04-22,2004.51,Education,Online course,Credit Card
2025-03-09,708.98,Education,Online course,UPI
2024-08-14,1230.85,Transport,Uber ride,UPI
2024-09-30,1380.93,Education,Exam registration,Debit Card
2024-12-04,1425.4,Shopping,Amazon order,Cash
2024-07-05,401.88,Health,Medical test,Cash
2024-07-01,2704.63,Shopping,New clothes,Net Banking
2024-08-13,1754.51,Food,Coffee at Starbucks,Credit Card
2024-07-09,1243.29,Transport,Gas refill,Cash
2024-08-02,4007.72,Transport,Bus fare,Credit Card
2024-08-15,4036.1,Education,Learning app subscription,Cash
2025-04-24,243.39,Education,Learning app subscription,UPI
2025-02-15,4812.45,Transport,Bus fare,UPI
2024-07-02,3970.92,Shopping,Gift shopping,Net Banking
2024-11-30,2998.72,Food,Dinner at KFC,Debit Card
2025-03-22,602.39,Shopping,New clothes,UPI
2025-01-01,4748.83,Food,Snacks from 7-Eleven,UPI
2024-07-20,938.85,Shopping,Mobile accessories,Cash
2024-09-04,3260.67,Entertainment,Movie ticket,Debit Card
2024-05-17,1719.71,Travel,Train reservation,Net Banking
2024-11-05,2283.47,Others,Random expense,Credit Card
2024-12-11,1691.49,Food,Dinner at KFC,UPI
2025-01-02,2436.08,Education,Book purchase,UPI
2025-03-17,1848.25,Others,Pet food,UPI
2025-03-22,4779.19,Others,Charity donation,UPI
2025-04-23,4134.55,Transport,Car maintenance,Cash
2025-03-05,1620.34,Shopping,New clothes,Net Banking
2025-04-03,2552.49,Travel,Flight booking,UPI
2024-10-04,815.16,Health,Health insurance,Cash
2025-05-07,1894.87,Education,Book purchase,Net Banking
2025-03-30,4087.57,Entertainment,Game purchase,Cash
2025-04-23,1193.38,Utilities,Water bill,Debit Card
2024-05-15,4503.6,Transport,Bus fare,Cash
2025-02-09,3859.51,Education,Exam registration,Cash
2024-10-04,4966.28,Transport,Car maintenance,Debit Card
2025-04-12,3602.14,Shopping,Mobile accessories,Cash
2024-11-01,3969.15,Transport,Car maintenance,Cash
2024-11-13,180.32,Others,Laundry,Credit Card
2024-11-04,2873.53,Food,Groceries from Walmart,Credit Card
2025-02-17,3401.96,Education,Tuition fee,Cash
2025-04-22,277.62,Travel,Flight booking,Cash
2024-07-26,3756.68,Travel,Cab from airport,Debit Card
2025-04-05,4678.89,Shopping,Gift shopping,Debit Card
2025-05-02,712.62,Health,Gym membership,Cash
2024-07-20,208.9,Education,Tuition fee,Debit Card
2024-12-20,4482.37,Entertainment,Spotify subscription,UPI
2024-08-31,2656.39,Health,Gym membership,Credit Card
2025-02-26,2052.99,Utilities,Water bill,Debit Card
2024-06-19,4762.14,Food,Groceries from Walmart,UPI
2024-11-04,4381.66,Health,Pharmacy purchase,Credit Card
2024-10-19,3934.62,Travel,Train reservation,Cash
2025-04-24,2054.4,Transport,Uber ride,UPI
2024-10-01,1227.29,Utilities,Water bill,UPI
2024-10-02,1586.06,Utilities,Gas bill,UPI
2024-09-27,2000.61,Travel,Flight booking,Cash
2024-06-03,4675.83,Food,Groceries from Walmart,Cash
2025-02-04,2242.66,Food,Coffee at Starbucks,Net Banking
2025-03-26,1100.24,Utilities,Mobile bill,Net Banking
2025-04-01,2268.96,Food,Lunch at Subway,Cash
2024-12-24,2425.68,Others,Laundry,Net Banking
2025-05-05,3703.62,Others,Laundry,Cash
2024-08-07,1841.3,Shopping,Mobile accessories,Cash
2024-08-15,2601.26,Shopping,New clothes,Net Banking
2025-03-31,4784.73,Food,Coffee at Starbucks,UPI
2024-11-21,265.83,Education,Online course,UPI
2024-07-05,2696.19,Education,Learning app subscription,UPI
2024-11-12,2477.1,Shopping,Bought shoes,Cash
2025-03-01,3910.96,Travel,Cab from airport,Debit Card
2024-10-04,3696.42,Shopping,Amazon order,UPI
2025-04-14,3585.82,Entertainment,Game purchase,UPI
2024-07-05,2010.7,Entertainment,Movie ticket,Net Banking
2024-10-17,4076.85,Shopping,Mobile accessories,Credit Card
2024-09-01,1010.71,Travel,Travel insurance,Cash
2024-10-03,3320.91,Food,Dinner at KFC,Debit Card
2025-05-11,2902.39,Utilities,Internet recharge,Net Banking
2025-01-25,1188.38,Transport,Car maintenance,Credit Card
2024-09-16,1547.32,Shopping,Bought shoes,Cash
2024-06-20,3153.62,Education,Exam registration,Cash
2024-10-27,3136.56,Entertainment,Movie ticket,Cash
2024-06-22,4491.92,Shopping,Bought shoes,Cash
2025-04-28,3223.6,Entertainment,Game purchase,Debit Card
2024-12-14,442.09,Utilities,Mobile bill,Debit Card
2025-04-26,3272.09,Shopping,New clothes,UPI
2024-10-11,2094.75,Others,Random expense,Net Banking
2024-10-20,3767.4,Others,Pet food,Cash
2025-03-30,782.68,Transport,Train ticket,Net Banking
2025-02-08,542.48,Travel,Cab from airport,Cash
2025-03-28,2390.59,Shopping,Mobile accessories,Credit Card
2024-09-20,1696.12,Others,Pet food,Cash
2024-12-11,1976.61,Food,Lunch at Subway,Net Banking
2024-08-27,4665.31,Utilities,Water bill,Net Banking
2025-03-04,1352.71,Transport,Uber ride,Credit Card
2024-11-22,2672.16,Health,Doctor visit,Debit Card
2024-12-29,3158.87,Shopping,Mobile accessories,UPI
2024-11-29,2708.04,Travel,Cab from airport,Net Banking
2025-03-03,2624.63,Travel,Train reservation,Debit Card
2024-12-26,1118.99,Utilities,Electricity bill,Credit Card
2024-11-02,4962.13,Shopping,New clothes,UPI
2025-03-12,4435.86,Health,Medical test,Cash
2024-07-04,3524.83,Shopping,New clothes,Cash
2024-11-11,2573.76,Shopping,Bought shoes,Credit Card
2024-05-24,3741.58,Health,Medical test,Credit Card
2024-09-13,999.2,Health,Gym membership,Net Banking
2025-03-18,4002.12,Entertainment,Netflix subscription,UPI
2024-05-13,2899.04,Education,Tuition fee,UPI
2024-12-23,1751.9,Others,Charity donation,UPI
2024-11-18,808.84,Utilities,Gas bill,Debit Card
2025-01-29,364.41,Education,Tuition fee,UPI
2024-05-16,4910.88,Travel,Train reservation,Credit Card
2024-08-22,3402.44,Education,Exam registration,Net Banking
2024-10-29,1153.16,Food,Lunch at Subway,Cash
2025-04-20,1451.77,Shopping,Amazon order,Net Banking
2025-02-18,173.43,Shopping,Gift shopping,UPI
2024-06-20,3557.47,Education,Tuition fee,Cash
2024-09-10,331.4,Health,Health insurance,UPI
2024-07-16,2145.95,Utilities,Electricity bill,Credit Card
2024-11-25,2643.39,Entertainment,Netflix subscription,Credit Card
2025-02-22,1349.69,Utilities,Electricity bill,Credit Card
2024-05-31,2054.11,Food,Coffee at Starbucks,Credit Card
2025-02-06,2955.66,Entertainment,Movie ticket,Cash
2025-05-10,3475.12,Transport,Uber ride,Cash
2025-04-25,4383.17,Entertainment,Concert ticket,Net Banking
2024-10-25,1279.4,Food,Dinner at KFC,Cash
2024-06-04,678.05,Education,Exam registration,UPI
2025-03-01,2266.22,Shopping,Mobile accessories,Net Banking
2024-12-28,2015.8,Others,Laundry,Credit Card
2024-10-13,265.96,Others,Charity donation,UPI
2024-12-09,2530.04,Education,Learning app subscription,Cash
2024-07-07,1884.15,Shopping,Amazon order,Debit Card
2024-06-22,4297.86,Others,Pet food,Net Banking
2024-05-28,3182.09,Others,Random expense,Credit Card
2025-04-02,2296.49,Travel,Flight booking,Debit Card
2024-10-09,215.89,Transport,Uber ride,UPI
2025-01-05,387.26,Education,Online course,Credit Card
2025-05-10,4772.68,Food,Coffee at Starbucks,Cash
2024-07-21,836.46,Entertainment,Game purchase,Cash
2024-10-07,566.34,Travel,Flight booking,Cash
2025-02-14,2528.38,Others,Random expense,Debit Card
2024-12-26,1048.84,Shopping,Mobile accessories,Debit Card
2024-08-03,2573.6,Health,Gym membership,Credit Card
2025-03-14,489.79,Transport,Uber ride,UPI
2024-07-07,2952.58,Entertainment,Netflix subscription,Cash
2024-05-14,1772.41,Transport,Gas refill,Debit Card
2024-05-19,3209.99,Health,Gym membership,Credit Card
2025-04-27,4766.36,Education,Tuition fee,Credit Card
2025-01-02,2574.04,Health,Medical test,Credit Card
2025-03-25,1599.15,Health,Health insurance,Net Banking
2024-05-21,3890.87,Utilities,Electricity bill,Debit Card
2024-11-19,1798.67,Others,Laundry,Cash
2024-10-30,3699.83,Food,Dinner at KFC,Debit Card
2024-06-13,4237.86,Health,Doctor visit,UPI
2024-05-13,2192.93,Education,Exam registration,Cash
2024-06-23,372.74,Others,Random expense,Cash
2025-03-27,60.84,Shopping,Amazon order,Net Banking
2024-05-21,4491.67,Transport,Train ticket,UPI
2024-11-03,412.4,Shopping,Mobile accessories,Net Banking
2024-09-22,3410.6,Shopping,Gift shopping,UPI
